lonbin,latbin,zbin,N,meandust,mean_overlap,fmid,area
21,70,1,400,1768.912675,0.07184,0.40286,172938.15604629
21,70,2,20695,1567.20103261657,0.0315322541676734,0.751064363372795,172938.15604629
21,70,3,10625,862.260119529412,0.0187151058823529,1.25107924705882,172938.15604629
21,70,4,10625,525.731732705882,0.0141353411764706,1.75107924705882,172938.15604629
21,70,5,10764,289.445667967298,0.00686394463024898,3.00107181345225,172938.15604629
21,70,6,10103,254.3041502524,0.00845743838463823,5.00114223497971,172938.15604629
21,70,7,9043,283.009934756165,0.00784341479597479,7.00120148180913,172938.15604629
21,70,8,7422,407.5170978173,0.0029397062786311,9.00101765022905,172938.15604629
-7,63,2,21996,926.762282687761,0.072574104382615,0.749909074377159,242615.807744197
-7,63,3,11238,809.329962626802,0.0388739989321943,1.25,242615.807744197
-7,63,4,11238,615.30579373554,0.0184554191137213,1.75,242615.807744197
-7,63,5,11244,362.273973674849,0.00674653148345784,3,242615.807744197
-7,63,6,10579,244.170149352491,0.00338037621703375,5,242615.807744197
-7,63,7,9392,266.961339437819,0.00449723168654174,7,242615.807744197
133,70,2,18934,1788.28237245167,0.0364920249286997,0.750107320164783,172938.15604629
133,70,3,9912,1009.30878430186,0.0237130750605327,1.2501060330912,172938.15604629
133,70,4,9912,638.615130145279,0.0170621468926554,1.7501060330912,172938.15604629
133,70,5,9855,331.67268594622,0.00668614916286149,3.00011253170979,172938.15604629
133,70,7,7624,346.395524658972,0.00552236358866737,7.00011791710388,172938.15604629
133,70,8,5709,482.262413732703,0.00528385006130671,9.00012856892626,172938.15604629
112,77,2,12548,2164.15110137074,0.0144890022314313,0.749960153012432,79321.9804197979
112,77,3,7590,1092.44435573123,0.0125965744400527,1.25,79321.9804197979
112,77,4,7590,586.259006587615,0.00904769433465086,1.75,79321.9804197979
112,77,5,7934,274.819391227628,0.00275081925888581,3,79321.9804197979
112,77,6,7035,220.571755508173,0.00210554371002132,5,79321.9804197979
112,77,7,5569,317.058694559167,0.00179655234332914,7,79321.9804197979
112,77,8,5557,494.18452042469,0.00133849199208206,9,79321.9804197979
-35,63,2,22116,695.830917435341,0.029028757460662,0.750184933984446,242615.807744197
-35,63,3,11244,603.577861081466,0.0128344005691925,1.25019343649947,242615.807744197
-35,63,4,11244,466.015692813945,0.00564532194948417,1.75019343649947,242615.807744197
-35,63,5,11250,297.679501333333,0.00276146666666667,3.00019333333333,242615.807744197
-35,63,6,10405,215.778339259971,0.00626684286400769,5.0001796251802,242615.807744197
-35,63,7,9503,243.826294854257,0.00596022308744607,7.00018141639482,242615.807744197
-35,63,8,7281,340.623141052053,0.00204381266309573,9.00016288971295,242615.807744197
-28,63,2,28448,1133.74643665636,0.0436991001124859,0.750595929415073,242615.807744197
-28,63,3,14342,927.425708408869,0.0243173894854274,1.25065018825826,242615.807744197
-28,63,4,14342,654.477966113513,0.0107160786501185,1.75065018825826,242615.807744197
-28,63,5,14400,341.15145,0.00389038194444444,3.00064583333333,242615.807744197
-28,63,6,13363,218.814668861783,0.00515965726259074,5.0006776173015,242615.807744197
-28,63,7,11757,225.274991919707,0.00525291315811857,7.00067755379774,242615.807744197
-28,63,8,9694,352.27691768104,0.00212574788528987,9.00063049308851,242615.807744197
-28,63,1,487,1431.03706365503,0.0687310061601643,0.393689938398357,242615.807744197
-28,70,2,11742,507.75644012945,0.00798330778402317,0.761395077499574,172938.15604629
-28,70,3,5906,434.102263799526,0.00441991195394514,1.26232509312564,172938.15604629
-28,70,4,5913,366.589205141214,0.00404092677152038,1.76579773380687,172938.15604629
-28,70,5,5887,266.77784610158,0.00196976388652964,3.01780329539664,172938.15604629
-28,70,6,5489,227.682732738204,0.00259846966660594,5.01717034068136,172938.15604629
-28,70,7,4695,263.375382321619,0.00359989350372737,7.01849776357827,172938.15604629
-28,70,8,3262,341.442823421214,0.00193225015328019,9.03921857755978,172938.15604629
-28,70,1,1035,500.239314009662,0.0133990338164251,0.421054106280193,172938.15604629
-21,70,2,43065,698.924429118774,0.00442716823406479,0.750577197259956,172938.15604629
-21,70,3,22025,539.690209761635,0.00273135073779796,1.2504875368899,172938.15604629
-21,70,4,22025,417.218082633371,0.00168726447219069,1.7504875368899,172938.15604629
-21,70,5,22038,274.820864416009,0.000856180234141029,3.00048738542517,172938.15604629
-21,70,6,20525,193.521223873325,0.0042647503045067,5.00051629719854,172938.15604629
-21,70,7,17168,218.149193849021,0.00273205964585275,7.00052487185461,172938.15604629
-21,70,8,13426,339.187574854759,0.00413630269626099,9.00047624013109,172938.15604629
-14,70,2,27297,899.795225482654,0.0117731618859215,0.750065831410045,172938.15604629
-14,70,3,14081,611.652924508203,0.00500362190185356,1.25011078758611,172938.15604629
-14,70,4,14081,505.419706696968,0.00264555074213479,1.75011078758611,172938.15604629
-14,70,5,14160,296.810429378531,0.00126892655367232,3.00011016949153,172938.15604629
-14,70,6,13410,185.469899328859,0.00348978374347502,5.00011439224459,172938.15604629
-14,70,8,9633,343.476701962006,0.00441388975397073,9.0001317346621,172938.15604629
21,77,2,19133,910.048122615377,0.00637495426749595,0.750849997386714,79321.9804197979
21,77,3,10195,508.616516920059,0.00382305051495831,1.25071113290829,79321.9804197979
21,77,4,10195,375.026810201079,0.00267974497302599,1.75071113290829,79321.9804197979
21,77,5,10529,212.644633868364,0.00168206857251401,3.00070168107133,79321.9804197979
21,77,6,9608,159.298348251457,0.00143250416319734,5.00069286011657,79321.9804197979
21,77,8,6280,378.03971656051,0.00416687898089172,9.00067691082803,79321.9804197979
-56,63,2,21017,1799.31162202027,0.0231540181757625,0.753657610505781,242615.807744197
-56,63,3,10560,1220.679875,0.0150645833333333,1.25507215909091,242615.807744197
-56,63,4,10560,830.172958333333,0.00756363636363636,1.76103806818182,242615.807744197
-56,63,5,10541,356.178022009297,0.00315785978559909,3.01569348259178,242615.807744197
-56,63,6,9987,199.247079202964,0.00381455892660459,5.01452988885551,242615.807744197
-56,63,7,9000,209.439294444444,0.00348383333333333,7.01078922222222,242615.807744197
-56,63,8,6536,287.723869339045,0.00835870563035496,9.04691187270502,242615.807744197
-21,77,2,38762,643.455574789743,0.0047413446158609,0.752781048449513,79321.9804197979
-21,77,3,20741,495.072595342558,0.0026255243238031,1.25327419121547,79321.9804197979
-21,77,4,20742,377.230867804455,0.00214791244817279,1.75597396586636,79321.9804197979
-21,77,5,20864,246.31901648773,0.00143021472392638,3.00812461656442,79321.9804197979
-21,77,6,19290,185.530144116122,0.00116384136858476,5.00762960082945,79321.9804197979
-21,77,8,12199,409.116234117551,0.00257426838265432,9.0230601688663,79321.9804197979
-21,77,7,15795,227.851984805318,0.00180167774612219,7.00688281101614,79321.9804197979
-14,77,2,35431,716.456223363721,0.00298269876661681,0.752756061076458,79321.9804197979
-14,77,3,19454,521.756302045852,0.00169733730852267,1.25376128302663,79321.9804197979
-14,77,4,19456,407.952037931743,0.00177518503289474,1.75836030016447,79321.9804197979
-14,77,5,19820,253.152971745711,0.00156241170534813,3.01197396569122,79321.9804197979
-14,77,6,18413,184.504925867594,0.00136419920708195,5.01088562428719,79321.9804197979
-14,77,7,15317,220.059729712085,0.00369171508781093,7.01006946529999,79321.9804197979
-14,77,8,11265,375.64823701731,0.00442211273857079,9.03865122059476,79321.9804197979
-7,77,2,23708,772.494363927788,0.00359439851526911,0.75,79321.9804197979
-7,77,3,13522,483.952511462801,0.00238662919686437,1.25,79321.9804197979
-7,77,4,13522,390.58582162402,0.000552876793373761,1.75,79321.9804197979
-7,77,5,13934,236.386309028276,0.00058787857040333,3,79321.9804197979
-7,77,6,12987,182.640328020328,0.00203195503195503,5,79321.9804197979
-7,77,7,10856,210.238928703021,0.00352238393515107,7,79321.9804197979
-7,77,8,8540,369.746218969555,0.00495368852459016,9,79321.9804197979
-63,56,2,13698,3478.43920280333,0.0259109359030515,0.749963498320923,308513.300022754
-63,56,3,6946,2260.1097696516,0.0204065649294558,1.25,308513.300022754
-63,56,4,6946,1185.69458969191,0.0179334868989346,1.75,308513.300022754
-63,56,5,6981,375.153903452228,0.00997908609081794,3,308513.300022754
-63,56,6,6711,195.516824616302,0.00734577559231113,5,308513.300022754
-63,56,7,5969,211.87851901491,0.00421016920757246,7,308513.300022754
-63,56,8,4549,274.451771817982,0.00595174763684326,9,308513.300022754
-56,56,2,9546,2216.35129268804,0.0209704588309239,0.750262518332286,308513.300022754
-56,56,3,4850,1589.34431340206,0.010839175257732,1.25027855670103,308513.300022754
-56,56,4,4850,946.686051546392,0.00719835051546392,1.75027855670103,308513.300022754
-56,56,5,4845,375.294951496388,0.00795892672858617,3.00027884416925,308513.300022754
-56,56,6,4636,207.145081967213,0.0113733822260569,5.00029141501294,308513.300022754
-56,56,7,4178,253.63171852561,0.00694363331737674,7.00019961704165,308513.300022754
