lonbin,latbin,zbin,N,meandust,mean_overlap,fmid,area
-63,56,4,42450,1822.23544377441,0.0114648242989128,2.66620905887312,308513.300022754
-63,56,5,26724,1805.51174431552,0.00753186841744431,4.64026049453651,308513.300022754
-63,56,6,18539,1692.98962805585,0.00350926922156061,6.58490427753628,308513.300022754
-63,56,7,10302,1439.91033840515,0.00864249759275937,8.35496991663529,308513.300022754
-63,56,8,5494,1049.37789824113,0.00260880812709846,9.94072677095717,308513.300022754
-56,56,1,11362,1412.84927138843,0.0277693330098772,0.485428541854619,308513.300022754
-56,56,2,27946,1594.02968501804,0.0149388338384847,1.04494944528126,308513.300022754
-56,56,3,10785,1755.0104661378,0.00635333093540507,1.63464616214503,308513.300022754
-56,56,4,29784,1742.45370751645,0.00844342177081573,2.67745950743322,308513.300022754
-56,56,5,18101,1777.95392694422,0.00987682917528203,4.6520538464719,308513.300022754
-56,56,6,12915,1627.39139075379,0.00828952921209658,6.58081281148487,308513.300022754
-56,56,7,7359,1421.98095766864,0.00842024483021639,8.34760824247812,308513.300022754
-56,56,8,3889,1010.75659975486,0.00794690519659309,9.9349212413267,308513.300022754
-77,63,1,17419,1153.43543954743,0.0322201959276923,0.476284249765672,242615.807744197
-77,63,2,38737,1327.60060775083,0.023505300688311,1.04545421822053,242615.807744197
-77,63,3,15785,1511.82975804883,0.0221200804569456,1.63006679367534,242615.807744197
-77,63,4,43115,1634.01011816585,0.00871920183409754,2.67798479253625,242615.807744197
-77,63,5,27321,1593.64039227183,0.00559513468890209,4.6425067032043,242615.807744197
-77,63,7,10149,1336.46217753643,0.00805965514278738,8.31413515871811,242615.807744197
-77,63,8,5553,1018.33777086614,0.00257966785819152,9.92249968133779,242615.807744197
-77,70,2,85260,1946.51648602398,0.00782699139693671,1.05190886469695,172938.15604629
-77,70,3,35649,2148.74552791659,0.00380613897742786,1.63704321059896,172938.15604629
-77,70,4,96012,2201.94508248289,0.00269342811298442,2.68416850533263,172938.15604629
-77,70,5,57731,2047.48491100648,0.00349653565264425,4.64070292091479,172938.15604629
-77,70,6,38648,1764.37215144399,0.0053403990286558,6.548132947416,172938.15604629
-77,70,7,22399,1495.91884847408,0.00473681283496925,8.32638859605723,172938.15604629
-77,70,8,14576,998.292429129809,0.00392586811799879,9.90322362500724,172938.15604629
-77,70,1,35484,1842.10823380467,0.0174172533307378,0.500467971669527,172938.15604629
-70,70,1,35937,1667.93988834862,0.016359516269813,0.502833948337538,172938.15604629
-70,70,2,91721,1778.82044706144,0.00796981830783534,1.05139133978163,172938.15604629
-70,70,3,38008,2039.98517462615,0.00376655468879841,1.63812674181357,172938.15604629
-70,70,4,101694,2055.2851157388,0.00207914255589564,2.68453040455079,172938.15604629
-70,70,5,61868,1871.17260080728,0.0023658091595503,4.64532617734733,172938.15604629
-70,70,6,40614,1609.71740863982,0.00451507262072849,6.56032673764117,172938.15604629
-70,70,7,22760,1308.27170000767,0.00537487248050873,8.33228597338095,172938.15604629
-70,70,8,14424,905.470432338911,0.00471691995074207,9.90409358818744,172938.15604629
-105,63,1,10767,1266.84046560967,0.0236884539940846,0.47147360782618,242615.807744197
-105,63,2,22624,1535.36795311962,0.0158345293502593,1.04754214816181,242615.807744197
-105,63,3,9645,1752.78360233092,0.0128550831254249,1.63147768039891,242615.807744197
-105,63,4,25155,1739.55040048045,0.00525887186601374,2.67996785129827,242615.807744197
-105,63,5,16067,1752.62585488841,0.0102742115439209,4.64452053835857,242615.807744197
-105,63,6,10487,1706.87162141389,0.00507768007116525,6.57845343828315,242615.807744197
-105,63,7,5595,1570.67521917926,0.00542884430662102,8.32968931652407,242615.807744197
-105,63,8,3382,1213.80838585703,0.00426187394275733,9.94088321509381,242615.807744197
-98,70,1,23810,1441.43003291626,0.0140993868884838,0.492766863516047,172938.15604629
-98,70,2,49704,1924.69145644599,0.00907582297288582,1.0532967769912,172938.15604629
-98,70,3,23338,1979.06117224592,0.010108269495606,1.63147966337257,172938.15604629
-98,70,4,57770,2159.58334789699,0.0029564686146183,2.69196483129416,172938.15604629
-98,70,5,36170,2021.22915503879,0.0074191110663072,4.64412326813546,172938.15604629
-98,70,6,23754,1857.74089280483,0.00732446674263081,6.54738034046055,172938.15604629
-98,70,7,12559,1677.3860592856,0.00723762993849783,8.27677889978442,172938.15604629
-98,70,8,8230,1120.81508774284,0.00494631542011998,9.90246969126149,172938.15604629
-91,70,1,22078,1421.80791294279,0.0169049253696548,0.501518380165359,172938.15604629
-91,70,2,47193,1776.53616699132,0.0129943270723453,1.05922603645185,172938.15604629
-91,70,3,23734,1859.71896098318,0.0136237465071602,1.64122915597467,172938.15604629
-91,70,4,55988,2085.23400604134,0.00554854029475628,2.69871305269336,172938.15604629
-91,70,5,34511,2046.19552461791,0.0021224051016294,4.64546236223786,172938.15604629
-91,70,6,22632,1785.88854275653,0.00388588587086748,6.55174349474511,172938.15604629
-91,70,8,8262,1057.386409714,0.00668329077074684,9.90228513317159,172938.15604629
-91,70,7,12439,1504.83067244786,0.00555559803314754,8.30114851779418,172938.15604629
-84,70,1,23028,1604.72813157316,0.0228127705530875,0.502994681914109,172938.15604629
-84,70,2,49436,1901.88127238125,0.0129703913619271,1.05604885597485,172938.15604629
-84,70,3,25203,2066.03688253282,0.00944562040120319,1.64414668532749,172938.15604629
-84,70,4,58928,2175.62042655167,0.00541332869621178,2.70907143529394,172938.15604629
-84,70,5,35033,2147.56240692854,0.00360365865087424,4.66647613134611,172938.15604629
-84,70,6,23289,1914.75077872382,0.00202746456464036,6.56288747882626,172938.15604629
-84,70,7,13346,1568.2295676697,0.00539676594650205,8.31736497863651,172938.15604629
-84,70,8,8658,989.713343224423,0.00330875062106869,9.90423411348924,172938.15604629
-84,77,1,7764,1755.35499022005,0.00969539960381287,0.520756622470697,79321.9804197979
-84,77,2,25811,1935.73146232831,0.00839776246336935,1.06320995621993,79321.9804197979
-84,77,3,15357,2057.11875113586,0.00571054425907185,1.66605201635046,79321.9804197979
-84,77,4,32712,2138.03452124934,0.00242822988505347,2.73218279442492,79321.9804197979
-84,77,5,18162,1980.15887629161,0.00284920642061066,4.70700300466913,79321.9804197979
-84,77,6,11879,1777.2931506371,0.00292932294575804,6.61719347505355,79321.9804197979
-84,77,7,6257,1631.7254657744,0.00175153856197787,8.3636031059081,79321.9804197979
-84,77,8,4290,1040.33252861471,0.00297312243136636,9.92521967676692,79321.9804197979
-77,77,1,30721,1709.26205647928,0.016662337708747,0.504678023691743,79321.9804197979
-77,77,2,66621,1883.62732376509,0.0082296059036338,1.05665554637196,79321.9804197979
-77,77,3,33751,1960.79536922586,0.00627041509867573,1.64731764204238,79321.9804197979
-77,77,4,76540,1990.90853333778,0.00212262446586354,2.70832214303516,79321.9804197979
-77,77,5,44665,1918.08006595494,0.00214971068142225,4.66562415931229,79321.9804197979
-77,77,6,28984,1794.07721703651,0.00197637229158747,6.55977058226175,79321.9804197979
-77,77,7,16095,1532.64011677902,0.00469988010079607,8.31073167766703,79321.9804197979
-77,77,8,11021,985.345230004215,0.00451603362717262,9.90047157887233,79321.9804197979
-70,77,1,29288,1625.70829549044,0.00930852246459738,0.525058192841182,79321.9804197979
-70,77,2,75781,1817.28458138952,0.00413144809895679,1.05871998381226,79321.9804197979
-70,77,3,41192,1915.64479466387,0.00217281516744473,1.65721725969654,79321.9804197979
-70,77,4,88945,1967.04708046274,0.0013481766651617,2.72381119028724,79321.9804197979
-70,77,5,49052,1896.83209100366,0.00218981625457852,4.69044057960016,79321.9804197979
-70,77,6,31548,1726.08166610882,0.00173316002517561,6.58925264199732,79321.9804197979
-70,77,7,17558,1492.8289104379,0.00392545162278653,8.32970272899801,79321.9804197979
-70,77,8,12509,963.349991616679,0.00296221626327134,9.90292339952734,79321.9804197979
0,77,1,22726,1416.80684067862,0.0114079147988881,0.521244547407088,79321.9804197979
0,77,2,61793,1554.87330705994,0.00337772039821583,1.05431565108131,79321.9804197979
0,77,3,25770,1853.01729436015,0.00225428652611803,1.63220942434326,79321.9804197979
0,77,4,71885,1866.41677605081,0.00130109151208951,2.69073656342684,79321.9804197979
0,77,5,41816,1833.79865775933,0.00133791077722003,4.64525199350372,79321.9804197979
0,77,6,27583,1638.93912711798,0.00209425839960176,6.51198935962701,79321.9804197979
0,77,7,15663,1441.99812188566,0.00597068899669794,8.25946593668573,79321.9804197979
0,77,8,10172,997.96397699723,0.00262080874570947,9.88549588376314,79321.9804197979
-28,77,1,5451,1579.07905375754,0.000550357732526142,0.559171684092982,79321.9804197979
-28,77,2,15093,1701.38527055757,0.000292298875531147,1.0678641244596,79321.9804197979
-28,77,3,8914,1764.7050144764,0,1.66419230054445,79321.9804197979
-28,77,4,18925,1834.64629599902,0.00068675892562609,2.7387528102779,79321.9804197979
-28,77,5,10559,1853.90033856935,0.000965445723017588,4.71879598019536,79321.9804197979
-28,77,6,6759,1728.5684369002,0.00300161171692581,6.59817479293017,79321.9804197979
-28,77,7,3617,1489.79768589092,0.00639841115152958,8.32938372294811,79321.9804197979
-28,77,8,2563,996.032163063836,0.00684124721875684,9.91881310496961,79321.9804197979
-35,77,2,4976,1801.59945021749,0.0104657528550837,1.07375098018708,79321.9804197979
-35,77,3,3172,1845.80060849028,0.00803198047589412,1.67642745615705,79321.9804197979
-35,77,4,6917,1896.54093895505,0.00233253903098363,2.75190629619771,79321.9804197979
-35,77,5,3502,1841.10726692522,0.00208864746708065,4.76299737574971,79321.9804197979
-35,77,6,2237,1627.41371938681,0.00233090009151466,6.63984911378154,79321.9804197979
-35,77,7,1122,1479.12557737335,0.00465187256910654,8.37831000691514,79321.9804197979
-35,77,8,824,980.364791357963,0.00487945133746517,9.93905962453305,79321.9804197979
-35,77,1,475,1653.35467437681,0.0105263157894737,0.65795270162482,79321.9804197979
14,63,1,9927,1609.47909748896,0.0826402346571645,0.481725655387124,242615.807744197
14,63,2,19630,1702.36093833071,0.068818906906684,1.0446760497495,242615.807744197
14,63,3,9899,1902.83567904509,0.0526526444402348,1.63783112888662,242615.807744197
14,63,4,22458,2059.07663385257,0.0164131399586072,2.70518651451378,242615.807744197
14,63,5,13844,1871.91713303068,0.00215242586960171,4.68150030013655,242615.807744197
14,63,6,9718,1646.33384812193,0.00179825822481285,6.64629833892678,242615.807744197
14,63,7,5412,1457.53808283016,0.00602075830836651,8.41044777041687,242615.807744197
14,63,8,2601,1093.95253698104,0.00268705684601811,9.9595783600358,242615.807744197
-126,70,1,29194,1748.20477811252,0.0158064778845059,0.489818107216376,172938.15604629
-126,70,2,65009,2052.80008861749,0.0116371551997371,1.04684555055964,172938.15604629
-126,70,3,27723,2202.56099259391,0.0132316573694723,1.63083646018246,172938.15604629
-126,70,4,71736,2337.6303766055,0.00372303429734818,2.68024722450591,172938.15604629
-126,70,5,44842,2201.21873576078,0.00430824955181865,4.64419786965826,172938.15604629
-126,70,7,14686,1821.98884934582,0.00906719928931761,8.30957093251844,172938.15604629
-126,70,8,9338,1309.78098373505,0.00460589430217382,9.93474066660169,172938.15604629
-49,77,2,6197,1572.66170031195,0.00242052606099726,1.06662222554981,79321.9804197979
-49,77,3,4022,1655.99197510494,0.00248632521133764,1.67889781066045,79321.9804197979
-49,77,4,8283,1700.91206852042,0.00253891936874665,2.75692882689177,79321.9804197979
-49,77,5,4349,1708.89688820411,0,4.76073962023418,79321.9804197979
-49,77,6,2745,1543.85327818329,0.00179087417076179,6.63742939426443,79321.9804197979
-49,77,7,1383,1436.47476157464,0.00117316464838392,8.35291668175996,79321.9804197979
-49,77,8,1001,922.843905391176,0.0010025572201122,9.93509330025443,79321.9804197979
-56,77,1,1200,1425.36240402503,0.005,0.599780485331217,79321.9804197979
-56,77,2,4174,1628.29936780009,0.00303627844181529,1.07610273525894,79321.9804197979
