lonbin,latbin,zbin,n_mer,meandust_mer,mean_overlap_mer,fmid_mer,area,n_flex,meandust_flex,mean_overlap_flex,fmid_flex
-28,63,4,88713,1754.77129043324,0.00365596684702457,2.6771538682639,242615.807744197,14342,654.477966113513,0.0107160786501185,1.75065018825826
-28,63,5,53634,1733.16576417522,0.0046083598642262,4.63545616184896,242615.807744197,14400,341.15145,0.00389038194444444,3.00064583333333
-28,63,6,36726,1587.0361596634,0.0060332398562174,6.56449819048361,242615.807744197,13363,218.814668861783,0.00515965726259074,5.0006776173015
-28,63,7,21080,1351.1394258134,0.00427677977521036,8.33901474793523,242615.807744197,11757,225.274991919707,0.00525291315811857,7.00067755379774
-28,63,8,12246,967.663557141612,0.00358838125058852,9.93187838852275,242615.807744197,9694,352.27691768104,0.00212574788528987,9.00063049308851
-28,70,1,10284,1616.67448125607,0.00861285364320999,0.527229558835647,172938.15604629,1035,500.239314009662,0.0133990338164251,0.421054106280193
-28,70,2,30611,1791.75173389243,0.00523732483550406,1.06996437174542,172938.15604629,11742,507.75644012945,0.00798330778402317,0.761395077499574
-28,70,3,19292,1827.47155106181,0.00479617147509893,1.66355857088871,172938.15604629,5906,434.102263799526,0.00441991195394514,1.26232509312564
-28,70,4,42077,1818.31242907637,0.00218763193039141,2.72949273417059,172938.15604629,5913,366.589205141214,0.00404092677152038,1.76579773380687
-28,70,5,23043,1805.47727793095,0.00255463582224687,4.70983164018849,172938.15604629,5887,266.77784610158,0.00196976388652964,3.01780329539664
-28,70,6,15510,1712.48237196871,0.00310981149005948,6.63276444259437,172938.15604629,5489,227.682732738204,0.00259846966660594,5.01717034068136
-28,70,7,7790,1479.82861467845,0.0025877192901401,8.37233388925731,172938.15604629,4695,263.375382321619,0.00359989350372737,7.01849776357827
-28,70,8,4932,1030.76183754775,0.00800262066634057,9.95821482380096,172938.15604629,3262,341.442823421214,0.00193225015328019,9.03921857755978
-21,70,1,52429,1600.15161524827,0.00797156799909378,0.499429756274126,172938.15604629,447,631.129015659955,0.00223713646532438,0.39558836689038
-21,70,2,124126,1687.16696070257,0.00325298684751101,1.04948679542213,172938.15604629,43065,698.924429118774,0.00442716823406479,0.750577197259956
-21,70,3,51718,1834.93119859699,0.00190080960997257,1.63745921306034,172938.15604629,22025,539.690209761635,0.00273135073779796,1.2504875368899
-21,70,4,134657,1848.20832494508,0.000786107507693955,2.67919829107722,172938.15604629,22025,417.218082633371,0.00168726447219069,1.7504875368899
-21,70,5,82711,1747.57750325912,0.00368633369339648,4.63567078031808,172938.15604629,22038,274.820864416009,0.000856180234141029,3.00048738542517
-21,70,6,54192,1584.35908791073,0.00371387595576809,6.55254902504087,172938.15604629,20525,193.521223873325,0.0042647503045067,5.00051629719854
-21,70,7,29821,1373.90341011331,0.00348455720972528,8.31815297837972,172938.15604629,17168,218.149193849021,0.00273205964585275,7.00052487185461
-21,70,8,18476,994.438763290977,0.0047988581649044,9.92219145549833,172938.15604629,13426,339.187574854759,0.00413630269626099,9.00047624013109
-14,70,1,31776,1556.59129351761,0.0184897610112462,0.50145194491543,172938.15604629,NA,NA,NA,NA
-14,70,2,80170,1647.67681881049,0.00739698800264296,1.04843865582272,172938.15604629,27297,899.795225482654,0.0117731618859215,0.750065831410045
-14,70,3,30615,1894.59586253831,0.00367432515447875,1.63445166605342,172938.15604629,14081,611.652924508203,0.00500362190185356,1.25011078758611
-14,70,4,86376,1955.6470905373,0.00137235465728232,2.67298311503238,172938.15604629,14081,505.419706696968,0.00264555074213479,1.75011078758611
-14,70,5,52894,1895.72205779773,0.0029177085895321,4.63716575692082,172938.15604629,14160,296.810429378531,0.00126892655367232,3.00011016949153
-14,70,6,36203,1722.82576517374,0.00454727943704605,6.55513099672307,172938.15604629,13410,185.469899328859,0.00348978374347502,5.00011439224459
-14,70,7,20493,1471.31720146068,0.00550831860185803,8.33315518243725,172938.15604629,11589,226.164475796013,0.00442561912158081,7.00012606782294
-14,70,8,12170,999.071975793938,0.00380205792834825,9.92028617130928,172938.15604629,9633,343.476701962006,0.00441388975397073,9.0001317346621
21,77,1,23557,1326.51190253235,0.00939548397677319,0.499605207097588,79321.9804197979,389,1186.53485861183,0.0139125964010283,0.391131105398458
21,77,2,56356,1556.92014432822,0.00478176496239968,1.05208619671503,79321.9804197979,19133,910.048122615377,0.00637495426749595,0.750849997386714
21,77,3,23539,1862.32015174193,0.00329298470778126,1.63215774199051,79321.9804197979,10195,508.616516920059,0.00382305051495831,1.25071113290829
21,77,4,64479,1975.73779331819,0.0015936316851608,2.68113727477347,79321.9804197979,10195,375.026810201079,0.00267974497302599,1.75071113290829
21,77,5,38464,1732.04113618148,0.00160482371751847,4.62885985650556,79321.9804197979,10529,212.644633868364,0.00168206857251401,3.00070168107133
21,77,6,25170,1615.74373239304,0.0013371657609875,6.53116049909444,79321.9804197979,9608,159.298348251457,0.00143250416319734,5.00069286011657
21,77,7,13727,1439.26735853273,0.00532196023595155,8.2905645664182,79321.9804197979,7917,192.750421876974,0.00118858153340912,7.00072729569281
21,77,8,8956,998.453646632481,0.00423298655012231,9.90211327451678,79321.9804197979,6280,378.03971656051,0.00416687898089172,9.00067691082803
-56,63,1,27045,1557.53326996418,0.0331069149478667,0.489873225953491,242615.807744197,433,882.182124711316,0.0125819861431871,0.450307159353349
-56,63,2,59247,1667.28701087849,0.0180755983462693,1.04568212706763,242615.807744197,21017,1799.31162202027,0.0231540181757625,0.753657610505781
-56,63,3,26459,1741.44474867403,0.00868835891328104,1.63681080651028,242615.807744197,10560,1220.679875,0.0150645833333333,1.25507215909091
-56,63,4,65330,1767.23318365463,0.00329165790189058,2.6915936700816,242615.807744197,10560,830.172958333333,0.00756363636363636,1.76103806818182
-56,63,5,39771,1718.23354846722,0.00360169757936213,4.66383767498771,242615.807744197,10541,356.178022009297,0.00315785978559909,3.01569348259178
-56,63,6,28047,1549.36673965193,0.00346120781023866,6.60076969710058,242615.807744197,9987,199.247079202964,0.00381455892660459,5.01452988885551
-56,63,7,15074,1325.39772420089,0.00770173771599035,8.34233302424349,242615.807744197,9000,209.439294444444,0.00348383333333333,7.01078922222222
-56,63,8,8657,1008.45257020401,0.00682325884521389,9.93363967692104,242615.807744197,6536,287.723869339045,0.00835870563035496,9.04691187270502
-21,77,1,48084,1520.65922794145,0.00568546118266757,0.51076107922454,79321.9804197979,2211,703.50973767526,0.00688195386702849,0.392643600180914
-21,77,2,113043,1664.25121546662,0.00324817607676257,1.05736233601632,79321.9804197979,38762,643.455574789743,0.0047413446158609,0.752781048449513
-21,77,3,53575,1797.5115566358,0.00255909304299811,1.64279738238699,79321.9804197979,20741,495.072595342558,0.0026255243238031,1.25327419121547
-21,77,4,129954,1851.20317861501,0.0014692619553886,2.70197841404275,79321.9804197979,20742,377.230867804455,0.00214791244817279,1.75597396586636
-21,77,5,76489,1806.16650367938,0.00136552837582484,4.65323258602014,79321.9804197979,20864,246.31901648773,0.00143021472392638,3.00812461656442
-21,77,6,50405,1676.37911427221,0.00134732592134064,6.53444940867402,79321.9804197979,19290,185.530144116122,0.00116384136858476,5.00762960082945
-21,77,7,26956,1498.05798327362,0.00309612834881956,8.26264153318664,79321.9804197979,15795,227.851984805318,0.00180167774612219,7.00688281101614
-21,77,8,18532,1001.29466649564,0.00128057833609944,9.893139842069,79321.9804197979,12199,409.116234117551,0.00257426838265432,9.0230601688663
-14,77,1,41511,1476.25913318942,0.00586759877109907,0.516613582882913,79321.9804197979,1374,821.336579330422,0.00291120815138282,0.401444687045124
-14,77,2,104436,1535.6617060393,0.0018817692045269,1.05733915510605,79321.9804197979,35431,716.456223363721,0.00298269876661681,0.752756061076458
-14,77,3,45031,1774.29512124378,0.00165317914312279,1.63465070943478,79321.9804197979,19454,521.756302045852,0.00169733730852267,1.25376128302663
-14,77,4,121531,1742.1390445175,0.00150693706848495,2.69410347460527,79321.9804197979,19456,407.952037931743,0.00177518503289474,1.75836030016447
-14,77,5,72088,1693.49052014328,0.00166904976895881,4.64619566964304,79321.9804197979,19820,253.152971745711,0.00156241170534813,3.01197396569122
-14,77,6,47945,1518.38947131297,0.00288645350017488,6.52223392558928,79321.9804197979,18413,184.504925867594,0.00136419920708195,5.01088562428719
-14,77,7,25579,1362.7874059854,0.00372504245896772,8.24458037438854,79321.9804197979,15317,220.059729712085,0.00369171508781093,7.01006946529999
-14,77,8,16956,951.15348058002,0.00398059377286114,9.8910790087355,79321.9804197979,11265,375.64823701731,0.00442211273857079,9.03865122059476
-7,77,1,25830,1313.69405511438,0.00597014253550061,0.525710752522922,79321.9804197979,NA,NA,NA,NA
-7,77,2,71637,1374.98463750937,0.00268590753098099,1.05755063167651,79321.9804197979,23708,772.494363927788,0.00359439851526911,0.75
-7,77,3,30748,1705.89062846568,0.000609449499231117,1.63424500416984,79321.9804197979,13522,483.952511462801,0.00238662919686437,1.25
-7,77,4,85124,1734.9035367879,0.000456270019336635,2.69643665599021,79321.9804197979,13522,390.58582162402,0.000552876793373761,1.75
-7,77,5,50069,1680.32591400891,0.00171989510070903,4.65114939053052,79321.9804197979,13934,236.386309028276,0.00058787857040333,3
-7,77,6,33758,1503.61030372159,0.00327373160125009,6.51631262133987,79321.9804197979,12987,182.640328020328,0.00203195503195503,5
-7,77,7,18509,1314.72169046197,0.00458471924480634,8.24563928347305,79321.9804197979,10856,210.238928703021,0.00352238393515107,7
-7,77,8,12072,920.831089678879,0.0032962161031296,9.88353285936238,79321.9804197979,8540,369.746218969555,0.00495368852459016,9
-63,56,1,15922,1529.54262483563,0.0291352136087488,0.492923022784475,308513.300022754,NA,NA,NA,NA
-63,56,2,39993,1572.30292589124,0.0226234816323817,1.04550386424283,308513.300022754,13698,3478.43920280333,0.0259109359030515,0.749963498320923
-63,56,3,15031,1759.07676631083,0.0186338097562532,1.63227142757913,308513.300022754,6946,2260.1097696516,0.0204065649294558,1.25
-63,56,4,42450,1822.23544377441,0.0114648242989128,2.66620905887312,308513.300022754,6946,1185.69458969191,0.0179334868989346,1.75
-63,56,5,26724,1805.51174431552,0.00753186841744431,4.64026049453651,308513.300022754,6981,375.153903452228,0.00997908609081794,3
-63,56,6,18539,1692.98962805585,0.00350926922156061,6.58490427753628,308513.300022754,6711,195.516824616302,0.00734577559231113,5
-63,56,7,10302,1439.91033840515,0.00864249759275937,8.35496991663529,308513.300022754,5969,211.87851901491,0.00421016920757246,7
-63,56,8,5494,1049.37789824113,0.00260880812709846,9.94072677095717,308513.300022754,4549,274.451771817982,0.00595174763684326,9
-56,56,1,11362,1412.84927138843,0.0277693330098772,0.485428541854619,308513.300022754,NA,NA,NA,NA
-56,56,2,27946,1594.02968501804,0.0149388338384847,1.04494944528126,308513.300022754,9546,2216.35129268804,0.0209704588309239,0.750262518332286
-56,56,3,10785,1755.0104661378,0.00635333093540507,1.63464616214503,308513.300022754,4850,1589.34431340206,0.010839175257732,1.25027855670103
-56,56,4,29784,1742.45370751645,0.00844342177081573,2.67745950743322,308513.300022754,4850,946.686051546392,0.00719835051546392,1.75027855670103
-56,56,5,18101,1777.95392694422,0.00987682917528203,4.6520538464719,308513.300022754,4845,375.294951496388,0.00795892672858617,3.00027884416925
-56,56,6,12915,1627.39139075379,0.00828952921209658,6.58081281148487,308513.300022754,4636,207.145081967213,0.0113733822260569,5.00029141501294
-56,56,7,7359,1421.98095766864,0.00842024483021639,8.34760824247812,308513.300022754,4178,253.63171852561,0.00694363331737674,7.00019961704165
-56,56,8,3889,1010.75659975486,0.00794690519659309,9.9349212413267,308513.300022754,3314,332.766931200966,0.00876297525648763,9.00031502715751
-77,63,1,17419,1153.43543954743,0.0322201959276923,0.476284249765672,242615.807744197,471,6729.98307855626,0.0406794055201699,0.383906581740977
-77,63,2,38737,1327.60060775083,0.023505300688311,1.04545421822053,242615.807744197,13360,5337.52980838323,0.0277502994011976,0.750643413173653
-77,63,3,15785,1511.82975804883,0.0221200804569456,1.63006679367534,242615.807744197,6872,2882.52571740396,0.0232692083818393,1.25062791036088
-77,63,4,43115,1634.01011816585,0.00871920183409754,2.67798479253625,242615.807744197,6872,1416.51498690338,0.0171600698486612,1.75062791036088
-77,63,5,27321,1593.64039227183,0.00559513468890209,4.6425067032043,242615.807744197,7098,433.262176669484,0.00780029585798817,3.00061904761905
-77,63,7,10149,1336.46217753643,0.00805965514278738,8.31413515871811,242615.807744197,6150,198.13823902439,0.0025469918699187,7.00066926829268
-77,63,8,5553,1018.33777086614,0.00257966785819152,9.92249968133779,242615.807744197,4348,304.604615915363,0.00716191352345906,9.00068123275069
-77,70,2,85260,1946.51648602398,0.00782699139693671,1.05190886469695,172938.15604629,29155,1728.34589915966,0.0110109415194649,0.751881564054193
-77,70,3,35649,2148.74552791659,0.00380613897742786,1.63704321059896,172938.15604629,15344,1248.31477711157,0.00650182481751825,1.25190237226277
-77,70,4,96012,2201.94508248289,0.00269342811298442,2.68416850533263,172938.15604629,15346,835.6259846214,0.00344467613710413,1.75195119249316
-77,70,5,57731,2047.48491100648,0.00349653565264425,4.64070292091479,172938.15604629,15625,348.25781376,0.002740608,3.001978112
-77,70,6,38648,1764.37215144399,0.0053403990286558,6.548132947416,172938.15604629,14495,186.089125215592,0.00418771990341497,5.00202407726802
-77,70,7,22399,1495.91884847408,0.00473681283496925,8.32638859605723,172938.15604629,12272,216.631126140808,0.00443265156453716,7.00203373533246
-77,70,8,14576,998.292429129809,0.00392586811799879,9.90322362500724,172938.15604629,11143,318.452804451225,0.00422615094678273,9.00186798887194
-77,70,1,35484,1842.10823380467,0.0174172533307378,0.500467971669527,172938.15604629,370,2464.80010810811,0.0161405405405405,0.428124324324324
-70,70,1,35937,1667.93988834862,0.016359516269813,0.502833948337538,172938.15604629,678,1300.9033480826,0.0148672566371681,0.39961209439528
-70,70,2,91721,1778.82044706144,0.00796981830783534,1.05139133978163,172938.15604629,31199,1629.88999262797,0.0116633225423892,0.75123516779384
-70,70,3,38008,2039.98517462615,0.00376655468879841,1.63812674181357,172938.15604629,16440,1211.53000243309,0.00622287104622871,1.25143564476886
-70,70,4,101694,2055.2851157388,0.00207914255589564,2.68453040455079,172938.15604629,16440,806.453517639903,0.00333698296836983,1.75253053527981
-70,70,5,61868,1871.17260080728,0.0023658091595503,4.64532617734733,172938.15604629,16545,344.608186763373,0.00235324871562406,3.00359957691145
-70,70,6,40614,1609.71740863982,0.00451507262072849,6.56032673764117,172938.15604629,15413,183.844632453124,0.00219957179004736,5.0034287938753
-70,70,7,22760,1308.27170000767,0.00537487248050873,8.33228597338095,172938.15604629,12827,193.402507990957,0.00549002104934903,7.00317767209792
-70,70,8,14424,905.470432338911,0.00471691995074207,9.90409358818744,172938.15604629,11066,303.368179107175,0.00338586661847099,9.00856181095247
-105,63,1,10767,1266.84046560967,0.0236884539940846,0.47147360782618,242615.807744197,564,3488.45920212766,0.0251631205673759,0.377836879432624
-105,63,2,22624,1535.36795311962,0.0158345293502593,1.04754214816181,242615.807744197,7860,2683.81276844784,0.0210732824427481,0.750440203562341
-105,63,3,9645,1752.78360233092,0.0128550831254249,1.63147768039891,242615.807744197,4110,1294.14085644769,0.0139206812652068,1.25044355231144
-105,63,4,25155,1739.55040048045,0.00525887186601374,2.67996785129827,242615.807744197,4110,626.172474452555,0.00939610705596107,1.75044355231144
-105,63,5,16067,1752.62585488841,0.0102742115439209,4.64452053835857,242615.807744197,4182,275.660528455285,0.00565040650406504,3.00045217599235
-105,63,6,10487,1706.87162141389,0.00507768007116525,6.57845343828315,242615.807744197,3975,200.970158490566,0.0109475471698113,5.00044
-105,63,7,5595,1570.67521917926,0.00542884430662102,8.32968931652407,242615.807744197,3336,237.962817745803,0.00467820743405276,7.00045773381295
-105,63,8,3382,1213.80838585703,0.00426187394275733,9.94088321509381,242615.807744197,2352,321.532410714286,0.0073937074829932,9.0004800170068
-98,70,1,23810,1441.43003291626,0.0140993868884838,0.492766863516047,172938.15604629,845,5225.39080473373,0.022792899408284,0.386759763313609
-98,70,2,49704,1924.69145644599,0.00907582297288582,1.0532967769912,172938.15604629,17436,3024.83277242487,0.00977701307639367,0.751406859371416
-98,70,3,23338,1979.06117224592,0.010108269495606,1.63147966337257,172938.15604629,9287,1207.298832777,0.00985032841606547,1.25144610746204
-98,70,4,57770,2159.58334789699,0.0029564686146183,2.69196483129416,172938.15604629,9287,607.912054484764,0.00804479379778185,1.75144610746204
-98,70,5,36170,2021.22915503879,0.0074191110663072,4.64412326813546,172938.15604629,9448,264.928235605419,0.00290516511430991,3.00144602032176
-98,70,6,23754,1857.74089280483,0.00732446674263081,6.54738034046055,172938.15604629,9047,218.325841715486,0.00737371504366088,5.00144777274235
-98,70,7,12559,1677.3860592856,0.00723762993849783,8.27677889978442,172938.15604629,7507,266.53865991741,0.00795317703476755,7.0014081523911
-98,70,8,8230,1120.81508774284,0.00494631542011998,9.90246969126149,172938.15604629,5498,424.649116042197,0.00531566024008731,9.00143124772645
-91,70,1,22078,1421.80791294279,0.0169049253696548,0.501518380165359,172938.15604629,1186,5144.74406408094,0.0175885328836425,0.398090219224283
-91,70,2,47193,1776.53616699132,0.0129943270723453,1.05922603645185,172938.15604629,16364,3481.27317037399,0.0151774627230506,0.753675629430457
-91,70,3,23734,1859.71896098318,0.0136237465071602,1.64122915597467,172938.15604629,8865,1560.39019966159,0.013054032712916,1.25374664410604
-91,70,4,55988,2085.23400604134,0.00554854029475628,2.69871305269336,172938.15604629,8865,866.605952622673,0.0122626057529611,1.75374664410604
-91,70,5,34511,2046.19552461791,0.0021224051016294,4.64546236223786,172938.15604629,9061,334.737905308465,0.00448521134532612,3.00373468712063
-91,70,6,22632,1785.88854275653,0.00388588587086748,6.55174349474511,172938.15604629,8567,216.592155947239,0.00277220730710867,5.00363102603012
-91,70,8,8262,1057.386409714,0.00668329077074684,9.90228513317159,172938.15604629,5791,369.793959592471,0.00512605767570368,9.00374443101364
-91,70,7,12439,1504.83067244786,0.00555559803314754,8.30114851779418,172938.15604629,7086,256.507857747671,0.00384370589895569,7.00345427603726
-84,70,1,23028,1604.72813157316,0.0228127705530875,0.502994681914109,172938.15604629,1026,2414.41141325536,0.0152085769980507,0.404968810916179
-84,70,2,49436,1901.88127238125,0.0129703913619271,1.05604885597485,172938.15604629,17232,1704.74385155525,0.0179069173630455,0.7538989090065
-84,70,3,25203,2066.03688253282,0.00944562040120319,1.64414668532749,172938.15604629,9101,1021.49611031755,0.0104973079881332,1.25391374574223
-84,70,4,58928,2175.62042655167,0.00541332869621178,2.70907143529394,172938.15604629,9101,600.842783210636,0.00890319745082958,1.75391374574223
-84,70,5,35033,2147.56240692854,0.00360365865087424,4.66647613134611,172938.15604629,9323,281.133299367157,0.00496299474418106,3.00395280489113
-84,70,6,23289,1914.75077872382,0.00202746456464036,6.56288747882626,172938.15604629,8704,195.503887867647,0.00311437270220588,5.00393727022059
-84,70,7,13346,1568.2295676697,0.00539676594650205,8.31736497863651,172938.15604629,7350,254.405478911565,0.00133231292517007,7.00394693877551
-84,70,8,8658,989.713343224423,0.00330875062106869,9.90423411348924,172938.15604629,6456,360.667156133829,0.00473977695167287,9.00384526022305
-84,77,1,7764,1755.35499022005,0.00969539960381287,0.520756622470697,79321.9804197979,1955,1045.67377493606,0.0105718670076726,0.405224552429668
-84,77,2,25811,1935.73146232831,0.00839776246336935,1.06320995621993,79321.9804197979,9040,906.709661504425,0.00918230088495575,0.763674889380531
-84,77,3,15357,2057.11875113586,0.00571054425907185,1.66605201635046,79321.9804197979,4615,627.033503791983,0.00754842903575298,1.2638082340195
-84,77,4,32712,2138.03452124934,0.00242822988505347,2.73218279442492,79321.9804197979,4615,411.469046587216,0.00554366197183099,1.7638082340195
-84,77,5,18162,1980.15887629161,0.00284920642061066,4.70700300466913,79321.9804197979,4654,232.734664804469,0.00188558229480017,3.01394671250537
-84,77,6,11879,1777.2931506371,0.00292932294575804,6.61719347505355,79321.9804197979,4312,174.295570500928,0.00264517625231911,5.01411363636364
-84,77,7,6257,1631.7254657744,0.00175153856197787,8.3636031059081,79321.9804197979,3567,232.273406223717,0.00270255116344267,7.01449677600224
-84,77,8,4290,1040.33252861471,0.00297312243136636,9.92521967676692,79321.9804197979,2930,358.671228668942,0.00219351535836178,9.01448941979522
-77,77,1,30721,1709.26205647928,0.016662337708747,0.504678023691743,79321.9804197979,1401,1191.7434261242,0.0117401855817273,0.416166309778729
-77,77,2,66621,1883.62732376509,0.0082296059036338,1.05665554637196,79321.9804197979,23370,1085.46403423192,0.0106926829268293,0.755533204963629
-77,77,3,33751,1960.79536922586,0.00627041509867573,1.64731764204238,79321.9804197979,12030,722.058285951787,0.00748994181213633,1.25558603491272
-77,77,4,76540,1990.90853333778,0.00212262446586354,2.70832214303516,79321.9804197979,12030,506.502628428928,0.00540332502078138,1.75558603491272
-77,77,5,44665,1918.08006595494,0.00214971068142225,4.66562415931229,79321.9804197979,11940,255.544902847571,0.00162604690117253,3.00560117252931
-77,77,6,28984,1794.07721703651,0.00197637229158747,6.55977058226175,79321.9804197979,11009,194.823576164956,0.00270569534017622,5.00553719683895
-77,77,7,16095,1532.64011677902,0.00469988010079607,8.31073167766703,79321.9804197979,8990,228.610401557286,0.00147469410456062,7.00557274749722
-77,77,8,11021,985.345230004215,0.00451603362717262,9.90047157887233,79321.9804197979,7742,372.88872642728,0.00450710410746577,9.00564699044175
-70,77,1,29288,1625.70829549044,0.00930852246459738,0.525058192841182,79321.9804197979,2423,983.341741642592,0.00870160957490714,0.405295914156005
-70,77,2,75781,1817.28458138952,0.00413144809895679,1.05871998381226,79321.9804197979,26097,983.961210483964,0.00617588228532015,0.756179714143388
-70,77,3,41192,1915.64479466387,0.00217281516744473,1.65721725969654,79321.9804197979,13516,704.316829683338,0.0030696951760876,1.25640559337082
-70,77,4,88945,1967.04708046274,0.0013481766651617,2.72381119028724,79321.9804197979,13515,498.759064742878,0.00182641509433962,1.75731254162042
